epoch,iteration,loss
1,1,10.559755325317383
1,2,7.446962356567383
1,3,8.500442504882812
1,4,9.658843994140625
1,5,9.103521347045898
1,6,8.227846145629883
1,7,7.870983123779297
1,8,7.661890983581543
1,9,7.200396537780762
1,10,7.386898994445801
1,11,6.877129077911377
1,12,6.111940383911133
1,13,5.17050838470459
1,14,5.092436790466309
1,15,4.925338268280029
1,16,4.255146026611328
1,17,4.582737922668457
1,18,4.029767990112305
1,19,3.708364725112915
1,20,3.7010605335235596
1,21,3.5397157669067383
1,22,3.3852078914642334
1,23,3.212247848510742
1,24,3.1540849208831787
1,25,3.087212085723877
1,26,2.640505313873291
1,27,2.6373050212860107
1,28,2.478874444961548
1,29,2.3423871994018555
1,30,2.4103524684906006
1,31,2.294985294342041
1,32,2.1853597164154053
1,33,2.125819683074951
1,34,2.178166389465332
1,35,1.9772597551345825
1,36,2.0271894931793213
1,37,2.013489007949829
1,38,1.8946495056152344
1,39,1.7962751388549805
1,40,1.845496416091919
1,41,1.7895088195800781
1,42,1.8068772554397583
1,43,1.7584571838378906
1,44,1.6208795309066772
1,45,1.699411392211914
1,46,1.8629162311553955
1,47,1.713671088218689
1,48,1.7240315675735474
1,49,1.5225661993026733
1,50,1.628035306930542
1,51,1.587458848953247
1,52,1.606152057647705
1,53,1.6382449865341187
1,54,1.5746806859970093
1,55,1.5346606969833374
1,56,1.5000815391540527
1,57,1.6580098867416382
1,58,1.5355793237686157
1,59,1.5146437883377075
1,60,1.4524155855178833
1,61,1.5177382230758667
1,62,1.542354702949524
1,63,1.4339760541915894
1,64,1.4225910902023315
1,65,1.4466476440429688
1,66,1.5074903964996338
1,67,1.4354610443115234
1,68,1.4412399530410767
1,69,1.5038983821868896
1,70,1.387897253036499
1,71,1.5322422981262207
1,72,1.4942666292190552
1,73,1.363119125366211
1,74,1.3745958805084229
1,75,1.4342148303985596
